Date,T2M,RH2M,PRECTOTCORR,WS2M
2020-02-18,16.8,84.39,0.93,2.06
2020-02-19,16.92,82.93,1.34,2.02
2020-02-20,17.44,80.05,0.5,1.87
2020-02-21,17.02,80.54,0.27,1.98
2020-02-22,16.67,86.42,1.01,2.43
2020-02-23,16.62,85.29,1.04,2.56
2020-02-24,16.57,78.01,0.09,2.08
2020-02-25,17.62,79.15,1.0,1.53
2020-02-26,17.11,83.93,5.75,1.81
2020-02-27,17.43,83.3,3.73,2.14
2020-02-28,17.38,78.4,0.54,1.8
2020-02-29,17.74,73.42,1.22,1.29
2020-03-01,18.19,79.53,6.31,1.35
2020-03-02,17.7,82.82,2.0,1.6
2020-03-03,18.29,80.04,0.98,1.74
2020-03-04,17.78,79.67,2.79,1.6
2020-03-05,18.0,74.14,1.15,1.34
2020-03-06,17.97,76.19,2.36,1.19
2020-03-07,18.09,77.97,0.72,1.45
2020-03-08,17.68,87.07,5.51,2.2
2020-03-09,17.82,87.22,2.65,1.76
2020-03-10,17.87,80.73,0.55,1.65
2020-03-11,17.83,84.01,0.75,2.16
2020-03-12,17.88,82.43,1.2,2.75
2020-03-13,18.07,84.05,1.17,2.6
2020-03-14,18.1,83.01,1.3,1.9
2020-03-15,18.01,74.89,0.13,1.92
2020-03-16,18.64,79.16,0.47,2.11
2020-03-17,17.58,82.9,2.34,2.35
2020-03-18,16.84,82.88,3.75,2.29
2020-03-19,16.69,84.46,4.28,2.41
2020-03-20,16.86,85.01,3.13,2.72
2020-03-21,17.06,78.45,1.12,3.28
2020-03-22,16.7,80.15,1.6,2.82
2020-03-23,16.87,79.42,0.17,2.49
2020-03-24,17.2,82.25,3.13,2.41
2020-03-25,17.11,85.1,9.26,1.94
2020-03-26,17.75,85.9,18.56,1.64
2020-03-27,16.35,90.29,10.84,1.91
2020-03-28,16.81,82.54,10.35,1.75
2020-03-29,16.07,85.42,19.47,1.46
2020-03-30,17.04,83.65,2.18,1.98
2020-03-31,17.06,86.81,2.9,2.08
2020-04-01,16.78,88.1,1.67,2.29
2020-04-02,17.11,86.44,1.47,2.33
2020-04-03,17.73,84.25,2.63,2.81
2020-04-04,17.34,83.85,0.47,2.66
2020-04-05,17.31,84.58,2.06,2.54
2020-04-06,17.44,85.82,12.14,2.65
2020-04-07,17.27,85.8,2.36,2.52
2020-04-08,17.28,83.5,1.84,2.61
2020-04-09,17.03,84.78,2.84,3.19
2020-04-10,17.15,82.66,1.89,2.88
2020-04-11,17.52,81.64,1.3,2.6
2020-04-12,18.03,83.39,3.34,2.64
2020-04-13,17.34,87.27,2.92,2.84
2020-04-14,17.55,85.82,2.74,1.98
2020-04-15,17.99,82.6,5.04,3.05
2020-04-16,17.03,85.07,11.79,2.47
2020-04-17,17.47,84.3,10.82,2.16
2020-04-18,16.7,88.95,21.47,2.69
2020-04-19,16.31,88.65,14.79,1.08
2020-04-20,16.28,89.39,31.78,0.52
2020-04-21,16.49,89.28,69.2,1.02
2020-04-22,15.67,91.47,17.17,1.13
2020-04-23,16.52,88.61,60.23,0.72
2020-04-24,15.86,93.19,69.49,1.32
2020-04-25,15.56,91.16,15.72,1.89
2020-04-26,16.18,86.83,8.04,1.77
2020-04-27,15.75,87.04,7.69,2.94
2020-04-28,15.15,88.14,18.32,3.03
2020-04-29,15.88,88.39,15.71,2.76
2020-04-30,15.46,89.72,7.83,3.0
2020-05-01,16.26,89.26,2.59,3.11
2020-05-02,14.9,85.95,3.06,2.69
2020-05-03,15.38,82.58,2.79,1.76
2020-05-04,16.29,84.79,3.94,2.06
2020-05-05,17.12,86.8,4.52,2.62
2020-05-06,15.88,88.05,5.9,3.7
2020-05-07,15.18,88.43,5.29,3.24
2020-05-08,15.07,87.42,1.69,2.98
2020-05-09,15.86,88.69,4.17,3.01
2020-05-10,15.42,90.06,10.45,3.56
2020-05-11,15.89,88.81,8.99,3.14
2020-05-12,16.1,87.35,8.45,2.33
2020-05-13,16.13,89.02,8.94,2.13
2020-05-14,16.75,83.21,2.64,1.48
2020-05-15,16.48,88.76,11.11,1.82
2020-05-16,15.5,89.15,2.85,2.16
2020-05-17,15.04,83.97,0.22,1.96
2020-05-18,15.14,80.2,0.39,1.77
2020-05-19,15.33,77.82,1.69,1.73
2020-05-20,15.99,87.58,1.82,2.74
2020-05-21,15.93,88.54,0.88,3.47
2020-05-22,15.32,87.5,1.04,2.94
2020-05-23,15.23,85.6,0.36,1.58
2020-05-24,16.23,85.99,0.81,1.39
2020-05-25,15.67,85.37,0.43,1.97
2020-05-26,16.16,85.87,1.96,2.12
2020-05-27,16.16,85.45,1.18,1.97
2020-05-28,15.65,85.77,1.08,1.95
2020-05-29,15.96,87.68,3.97,2.7
2020-05-30,15.01,81.95,0.74,2.22
2020-05-31,14.53,84.36,0.92,2.32
2020-06-01,15.52,85.23,1.0,2.26
2020-06-02,15.18,86.65,1.76,3.09
2020-06-03,15.09,86.25,1.76,2.95
2020-06-04,15.34,82.43,0.77,2.7
2020-06-05,14.1,83.09,0.33,1.66
2020-06-06,15.05,86.83,2.69,1.32
2020-06-07,15.3,89.38,9.37,2.19
2020-06-08,14.62,89.94,9.59,3.0
2020-06-09,13.79,87.25,1.76,2.15
2020-06-10,14.25,88.73,2.83,1.93
2020-06-11,15.6,84.83,2.51,1.14
2020-06-12,15.76,87.3,21.71,0.97
2020-06-13,14.97,87.72,7.32,1.55
2020-06-14,14.7,88.88,9.34,1.82
2020-06-15,14.43,88.16,1.97,1.41
2020-06-16,14.56,88.87,2.9,1.39
2020-06-17,14.63,86.72,0.55,1.42
2020-06-18,14.4,85.84,0.3,1.49
2020-06-19,15.42,84.68,0.78,0.79
2020-06-20,16.26,85.55,10.31,0.77
2020-06-21,14.97,88.77,15.19,1.43
2020-06-22,15.52,87.13,4.41,0.93
2020-06-23,15.46,87.73,3.86,1.89
2020-06-24,15.21,87.52,5.89,2.95
2020-06-25,15.18,86.32,2.33,2.65
2020-06-26,14.04,87.63,2.16,2.22
2020-06-27,14.28,85.75,1.44,2.18
2020-06-28,14.24,82.11,0.61,2.07
2020-06-29,14.18,80.48,1.19,2.48
2020-06-30,13.53,78.67,0.07,1.95
2020-07-01,14.72,86.18,0.93,2.47
2020-07-02,14.81,86.01,0.69,2.3
2020-07-03,14.65,85.71,1.16,1.85
2020-07-04,13.6,87.07,0.54,1.9
2020-07-05,14.09,87.28,3.35,1.64
2020-07-06,14.49,86.65,4.32,1.85
2020-07-07,14.38,85.98,3.48,2.49
2020-07-08,14.29,85.02,1.91,2.25
2020-07-09,14.33,86.71,4.29,3.32
2020-07-10,13.87,82.01,0.84,2.66
2020-07-11,14.15,78.25,0.31,2.1
2020-07-12,15.1,84.2,0.58,1.84
2020-07-13,14.68,86.99,4.18,1.46
2020-07-14,13.71,86.29,1.35,2.07
2020-07-15,14.46,86.55,1.31,2.07
2020-07-16,13.77,87.42,2.38,3.53
2020-07-17,13.94,80.03,0.96,2.18
2020-07-18,11.91,82.44,0.73,1.95
2020-07-19,13.0,84.95,0.77,2.04
2020-07-20,13.56,86.14,1.71,1.62
2020-07-21,13.9,86.75,4.22,1.0
2020-07-22,14.04,85.76,3.29,1.82
2020-07-23,14.92,84.93,3.63,1.75
2020-07-24,15.33,85.2,6.56,1.6
2020-07-25,14.67,82.58,1.49,2.19
2020-07-26,14.46,82.83,1.77,1.69
2020-07-27,14.13,87.7,3.73,1.43
2020-07-28,14.08,87.25,2.09,2.44
2020-07-29,14.41,84.21,0.53,2.22
2020-07-30,14.39,84.16,0.82,2.47
2020-07-31,14.95,84.48,1.17,2.23
2020-08-01,14.82,84.08,1.22,2.62
2020-08-02,13.16,80.16,0.61,2.86
2020-08-03,13.2,78.48,0.63,2.99
2020-08-04,13.9,77.82,0.57,2.34
2020-08-05,14.71,81.83,0.44,1.91
2020-08-06,15.61,83.08,0.9,1.6
2020-08-07,15.49,84.86,5.25,1.5
2020-08-08,14.09,85.92,4.59,2.03
2020-08-09,14.32,85.06,0.83,1.98
2020-08-10,15.17,85.22,2.35,1.09
2020-08-11,15.96,86.32,3.83,0.92
2020-08-12,15.86,87.48,3.32,1.01
2020-08-13,16.42,85.64,2.34,1.02
2020-08-14,15.86,89.1,1.51,0.68
2020-08-15,16.65,83.96,3.0,1.51
2020-08-16,14.96,84.7,1.13,1.88
2020-08-17,14.76,84.07,0.72,2.33
2020-08-18,14.97,77.34,0.4,1.87
2020-08-19,15.43,85.34,7.83,2.34
2020-08-20,15.12,85.25,5.31,2.48
2020-08-21,14.89,85.88,3.15,2.51
2020-08-22,14.46,85.09,5.47,2.75
2020-08-23,14.11,84.8,6.87,2.49
2020-08-24,14.68,84.99,5.48,2.42
2020-08-25,14.25,83.51,1.27,2.2
2020-08-26,14.68,83.59,0.97,2.32
2020-08-27,15.52,82.48,1.68,2.18
2020-08-28,15.63,82.04,1.54,1.61
2020-08-29,14.19,83.75,0.63,1.55
2020-08-30,14.89,78.38,0.35,1.34
2020-08-31,15.05,77.91,0.36,1.75
2020-09-01,14.48,77.85,0.59,2.07
2020-09-02,13.55,74.31,0.34,2.39
2020-09-03,14.89,81.57,1.75,1.55
2020-09-04,15.77,82.41,6.53,0.62
2020-09-05,16.19,83.97,10.99,1.17
2020-09-06,14.39,89.72,12.14,1.6
2020-09-07,14.18,86.89,4.78,2.18
2020-09-08,14.01,85.63,1.69,1.89
2020-09-09,14.44,84.49,1.54,1.59
2020-09-10,14.77,81.97,0.97,2.16
2020-09-11,13.81,85.89,1.45,2.1
2020-09-12,14.38,82.28,0.78,1.93
2020-09-13,14.55,79.07,0.51,2.11
2020-09-14,14.92,78.51,0.43,2.4
2020-09-15,15.9,78.05,0.62,2.36
2020-09-16,16.02,76.01,0.4,1.84
2020-09-17,15.55,73.33,0.21,1.93
2020-09-18,15.43,75.03,0.78,2.2
2020-09-19,16.51,80.4,2.19,2.31
2020-09-20,15.72,81.93,1.11,2.04
2020-09-21,15.68,80.39,0.85,1.8
2020-09-22,15.55,77.29,0.41,1.89
2020-09-23,15.42,79.07,9.32,2.97
2020-09-24,15.92,84.2,13.81,2.37
2020-09-25,15.47,86.97,32.13,2.62
2020-09-26,15.81,84.59,13.62,1.45
2020-09-27,16.03,81.77,4.06,1.79
2020-09-28,16.12,82.67,2.21,2.04
2020-09-29,16.65,82.61,1.66,2.37
2020-09-30,16.5,80.52,0.61,2.02
2020-10-01,16.43,78.83,0.68,2.46
2020-10-02,16.29,80.21,1.71,3.02
2020-10-03,15.84,76.35,0.53,2.8
2020-10-04,15.61,76.07,0.49,2.31
2020-10-05,16.08,73.89,0.15,1.66
2020-10-06,16.5,72.54,0.32,1.34
2020-10-07,15.81,70.55,0.07,1.74
2020-10-08,16.05,76.43,0.64,1.76
2020-10-09,16.19,79.18,3.04,1.55
2020-10-10,16.98,81.45,7.98,1.42
2020-10-11,16.33,80.22,7.69,1.46
2020-10-12,16.54,74.92,2.45,1.19
2020-10-13,16.04,77.49,1.04,1.94
2020-10-14,16.76,80.04,1.74,2.86
2020-10-15,16.06,74.99,0.65,2.47
2020-10-16,16.82,79.26,2.53,1.77
2020-10-17,16.01,80.13,3.09,2.42
2020-10-18,15.95,84.77,8.62,2.36
2020-10-19,15.83,84.15,12.45,1.75
2020-10-20,15.71,87.13,10.74,2.11
2020-10-21,15.48,81.5,4.27,2.41
2020-10-22,15.5,79.47,3.18,2.27
2020-10-23,16.56,79.42,2.7,1.95
2020-10-24,16.43,82.65,2.12,1.94
2020-10-25,15.44,87.13,4.5,2.32
2020-10-26,15.86,83.26,1.46,2.66
2020-10-27,15.8,83.34,8.87,2.5
2020-10-28,16.31,87.5,13.66,3.62
2020-10-29,14.89,84.76,20.47,3.99
2020-10-30,15.42,86.97,11.51,4.11
2020-10-31,15.31,86.68,13.19,3.46
2020-11-01,15.68,82.29,3.93,3.04
2020-11-02,15.63,86.57,8.92,3.21
2020-11-03,15.77,88.28,15.14,3.17
2020-11-04,16.07,87.61,13.2,2.63
2020-11-05,16.16,87.64,20.29,2.82
2020-11-06,16.21,89.14,10.18,2.86
2020-11-07,16.14,84.65,2.93,2.61
2020-11-08,16.02,85.8,3.69,2.62
2020-11-09,16.72,87.26,10.46,2.99
2020-11-10,16.23,85.66,4.96,2.56
2020-11-11,15.9,85.88,6.8,2.49
2020-11-12,15.96,83.72,2.43,2.3
2020-11-13,16.06,86.8,3.53,2.84
2020-11-14,16.21,87.21,3.85,2.61
2020-11-15,16.5,84.15,2.07,1.88
2020-11-16,16.8,85.12,4.12,2.27
2020-11-17,16.57,84.08,7.89,2.42
2020-11-18,15.54,80.71,3.58,2.16
2020-11-19,16.6,84.06,13.85,1.58
2020-11-20,16.07,84.78,10.88,1.87
2020-11-21,16.22,82.15,6.05,1.91
2020-11-22,16.66,85.01,3.91,2.16
2020-11-23,16.33,86.41,2.41,2.21
2020-11-24,16.72,84.83,1.4,2.07
2020-11-25,16.77,83.26,1.23,1.8
2020-11-26,16.94,84.05,2.18,1.96
2020-11-27,16.61,87.69,6.23,2.78
2020-11-28,16.73,88.34,11.02,3.54
2020-11-29,16.39,87.32,32.76,2.09
2020-11-30,16.33,83.82,1.06,1.72
2020-12-01,16.15,78.25,0.65,1.78
2020-12-02,16.01,83.02,2.32,1.94
2020-12-03,15.62,85.07,3.87,2.49
2020-12-04,15.55,84.31,3.53,2.02
2020-12-05,15.99,84.47,3.05,1.75
2020-12-06,15.92,82.77,0.55,1.74
2020-12-07,15.99,81.3,1.64,1.83
2020-12-08,16.11,87.1,7.95,2.16
2020-12-09,15.49,82.38,2.45,2.15
2020-12-10,14.94,85.4,3.11,2.04
2020-12-11,15.37,79.83,1.76,1.88
2020-12-12,15.63,80.34,0.22,1.7
2020-12-13,15.23,79.91,0.04,1.86
2020-12-14,14.82,77.38,0.0,1.65
2020-12-15,14.93,76.01,0.0,1.46
2020-12-16,15.84,75.56,0.03,1.63
2020-12-17,16.01,81.68,1.1,2.19
2020-12-18,15.81,81.49,1.28,1.91
2020-12-19,16.08,77.66,0.85,1.71
2020-12-20,15.98,83.31,2.09,2.12
2020-12-21,15.81,82.31,1.04,2.12
2020-12-22,15.53,82.93,4.32,1.91
2020-12-23,15.28,83.28,3.56,1.72
2020-12-24,16.15,83.3,5.04,1.82
2020-12-25,15.72,79.82,0.74,1.58
2020-12-26,15.79,78.34,0.92,2.04
2020-12-27,15.0,72.15,0.04,2.32
2020-12-28,14.44,70.88,0.42,2.25
2020-12-29,15.43,76.2,0.53,1.92
2020-12-30,15.98,81.51,5.23,1.73
2020-12-31,15.18,89.57,22.29,1.95
