Date,T2M,RH2M,PRECTOTCORR,WS2M
2013-04-29,15.99,86.07,4.98,2.83
2013-04-30,15.98,87.42,4.79,2.98
2013-05-01,15.44,84.24,4.0,3.27
2013-05-02,15.92,85.14,9.59,2.56
2013-05-03,15.68,86.54,5.6,2.92
2013-05-04,15.92,86.23,3.74,3.25
2013-05-05,15.33,87.1,4.42,3.41
2013-05-06,14.41,85.05,3.59,3.45
2013-05-07,14.88,85.3,2.8,2.66
2013-05-08,15.55,82.0,2.37,2.33
2013-05-09,15.52,84.81,6.27,1.86
2013-05-10,16.35,85.2,5.82,2.19
2013-05-11,16.03,85.35,2.11,3.17
2013-05-12,15.41,80.39,0.57,2.83
2013-05-13,15.68,81.95,0.74,2.98
2013-05-14,15.54,82.22,1.17,2.82
2013-05-15,15.68,80.93,1.37,2.39
2013-05-16,15.21,80.93,0.6,2.03
2013-05-17,15.4,81.14,0.19,2.01
2013-05-18,15.08,81.97,0.71,2.42
2013-05-19,15.69,79.48,0.49,2.29
2013-05-20,15.39,80.69,1.56,1.86
2013-05-21,15.56,81.31,0.73,1.86
2013-05-22,15.64,82.18,0.29,2.06
2013-05-23,15.89,78.3,0.26,1.89
2013-05-24,16.01,73.09,0.09,1.62
2013-05-25,16.21,74.15,0.19,1.76
2013-05-26,15.73,77.87,1.0,1.67
2013-05-27,15.91,82.82,2.24,2.35
2013-05-28,16.06,80.63,0.78,2.8
2013-05-29,14.74,71.57,0.23,2.15
2013-05-30,15.42,78.37,1.06,2.62
2013-05-31,15.08,77.29,0.85,2.64
2013-06-01,14.61,74.94,0.33,2.56
2013-06-02,15.0,75.84,0.17,2.36
2013-06-03,14.94,77.46,0.5,1.81
2013-06-04,14.83,77.36,0.5,1.98
2013-06-05,15.4,81.05,1.59,2.1
2013-06-06,15.84,79.8,1.83,1.88
2013-06-07,14.38,83.82,3.75,1.56
2013-06-08,14.21,81.52,3.7,1.47
2013-06-09,15.09,80.47,6.56,1.3
2013-06-10,15.79,83.36,2.47,1.6
2013-06-11,14.97,86.2,1.24,1.99
2013-06-12,14.84,85.3,2.94,1.62
2013-06-13,14.67,81.01,0.93,1.65
2013-06-14,15.57,82.32,2.65,1.26
2013-06-15,15.27,87.71,5.69,1.56
2013-06-16,14.81,90.12,4.04,0.99
2013-06-17,15.32,87.39,5.46,1.95
2013-06-18,12.92,90.79,3.42,2.29
2013-06-19,14.12,86.74,3.21,1.81
2013-06-20,13.91,87.77,1.37,1.96
2013-06-21,14.48,83.69,0.9,2.2
2013-06-22,13.79,80.33,0.62,3.15
2013-06-23,14.53,84.32,0.57,3.05
2013-06-24,15.01,79.03,0.44,1.99
2013-06-25,15.52,81.77,1.14,1.56
2013-06-26,14.84,83.27,0.76,1.91
2013-06-27,15.21,80.18,0.49,1.94
2013-06-28,15.87,81.5,0.75,1.58
2013-06-29,15.2,80.96,0.86,2.07
2013-06-30,14.91,80.01,1.47,2.21
2013-07-01,15.1,78.65,0.47,1.46
2013-07-02,14.57,80.32,0.3,1.64
2013-07-03,15.4,79.73,0.55,1.92
2013-07-04,14.88,76.37,0.14,1.93
2013-07-05,14.58,72.37,0.24,1.86
2013-07-06,15.07,71.51,0.71,1.88
2013-07-07,14.69,77.89,1.24,1.84
2013-07-08,14.91,75.86,1.67,1.22
2013-07-09,14.02,82.49,6.67,1.13
2013-07-10,14.34,80.22,1.34,1.73
2013-07-11,14.7,76.58,1.03,1.62
2013-07-12,15.14,77.76,1.33,1.42
2013-07-13,14.34,80.11,1.58,1.86
2013-07-14,15.27,74.56,1.63,1.43
2013-07-15,15.65,69.0,2.01,1.33
2013-07-16,15.92,71.42,2.78,1.38
2013-07-17,16.63,69.4,3.95,1.49
2013-07-18,15.36,76.65,3.87,1.76
2013-07-19,15.45,80.39,3.58,1.34
2013-07-20,15.08,83.53,5.04,1.66
2013-07-21,14.08,84.95,4.85,2.13
2013-07-22,13.56,84.24,2.68,2.25
2013-07-23,14.34,84.1,2.24,2.06
2013-07-24,13.94,84.35,1.55,1.82
2013-07-25,14.38,78.14,1.2,2.77
2013-07-26,14.98,82.01,4.39,1.83
2013-07-27,15.45,83.43,12.01,1.55
2013-07-28,14.66,85.99,6.86,1.94
2013-07-29,14.11,87.17,6.47,1.83
2013-07-30,13.21,88.97,3.53,2.51
2013-07-31,13.68,82.19,1.82,2.91
2013-08-01,13.94,79.45,1.06,2.91
2013-08-02,14.31,80.35,2.77,2.65
2013-08-03,13.58,83.75,3.22,3.24
2013-08-04,13.76,84.32,4.39,2.69
2013-08-05,13.36,85.52,3.73,2.52
2013-08-06,13.11,84.25,2.59,2.49
2013-08-07,13.19,83.48,1.63,1.83
2013-08-08,14.03,82.51,1.97,2.63
2013-08-09,14.51,80.87,1.54,2.48
2013-08-10,15.07,75.39,0.22,2.37
2013-08-11,14.99,79.24,0.94,1.86
2013-08-12,15.5,79.42,2.69,1.14
2013-08-13,16.22,78.81,1.75,1.23
2013-08-14,15.66,84.04,6.18,1.07
2013-08-15,16.18,82.34,5.98,1.07
2013-08-16,16.44,81.84,6.06,1.36
2013-08-17,15.01,83.49,2.64,1.74
2013-08-18,15.82,80.94,1.16,1.53
2013-08-19,15.22,80.46,1.41,2.02
2013-08-20,15.47,79.49,1.53,2.43
2013-08-21,14.56,76.5,0.32,2.89
2013-08-22,14.76,80.14,3.3,3.49
2013-08-23,14.54,79.12,0.81,3.39
2013-08-24,14.35,72.92,0.2,2.81
2013-08-25,14.78,72.33,0.14,2.12
2013-08-26,14.65,71.83,0.37,2.25
2013-08-27,14.63,74.08,1.16,1.77
2013-08-28,14.53,75.24,1.34,2.19
2013-08-29,15.33,75.68,1.19,1.76
2013-08-30,15.41,78.51,2.77,1.35
2013-08-31,15.31,81.51,1.92,1.49
2013-09-01,15.69,77.24,2.99,0.87
2013-09-02,15.88,76.72,0.37,2.44
2013-09-03,15.14,79.8,1.2,2.28
2013-09-04,15.47,72.53,0.68,2.33
2013-09-05,15.84,68.6,1.06,1.99
2013-09-06,15.26,74.89,4.72,1.89
2013-09-07,14.27,80.32,5.09,2.6
2013-09-08,14.86,79.33,1.05,1.88
2013-09-09,15.65,76.04,1.32,2.07
2013-09-10,16.01,70.69,0.09,2.1
2013-09-11,16.35,73.04,0.67,2.72
2013-09-12,17.1,70.18,0.65,2.97
2013-09-13,16.87,65.86,0.17,2.58
2013-09-14,16.69,63.96,0.09,1.9
2013-09-15,17.58,57.17,0.2,2.03
2013-09-16,18.08,62.86,0.72,1.88
2013-09-17,17.57,72.85,3.65,1.63
2013-09-18,15.16,80.71,11.71,1.91
2013-09-19,15.36,84.92,15.0,1.25
2013-09-20,15.36,85.49,9.49,1.46
2013-09-21,16.27,79.44,4.61,1.72
2013-09-22,16.27,82.87,7.03,2.87
2013-09-23,15.78,77.49,1.22,2.84
2013-09-24,15.21,81.46,2.95,2.75
2013-09-25,16.43,80.43,4.69,1.4
2013-09-26,16.84,76.98,1.29,1.3
2013-09-27,17.52,73.65,0.59,1.75
2013-09-28,17.2,76.25,0.48,1.96
2013-09-29,17.08,68.42,1.14,1.99
2013-09-30,17.43,63.68,0.67,2.41
2013-10-01,17.14,76.3,2.45,2.78
2013-10-02,16.67,75.5,1.48,3.51
2013-10-03,16.52,73.49,0.91,3.63
2013-10-04,16.61,70.53,0.63,3.51
2013-10-05,16.44,68.87,0.59,3.89
2013-10-06,16.73,70.01,1.07,3.76
2013-10-07,16.8,73.35,0.85,2.85
2013-10-08,16.29,74.04,1.9,2.52
2013-10-09,16.18,76.41,2.55,2.68
2013-10-10,16.36,69.26,1.69,2.96
2013-10-11,16.11,73.2,3.86,3.37
2013-10-12,16.61,70.67,1.2,3.26
2013-10-13,17.41,72.89,0.9,2.94
2013-10-14,17.61,70.66,1.01,2.67
2013-10-15,17.21,61.1,0.04,2.89
2013-10-16,17.11,60.14,0.17,2.83
2013-10-17,17.35,61.14,0.03,2.22
2013-10-18,16.61,73.47,1.33,1.58
2013-10-19,15.94,72.74,2.04,2.37
2013-10-20,16.5,65.26,0.82,2.29
2013-10-21,17.21,68.43,0.5,1.89
2013-10-22,17.48,70.39,2.54,2.21
2013-10-23,17.72,68.86,0.49,2.64
2013-10-24,17.53,68.57,0.73,3.29
2013-10-25,17.38,67.65,1.58,2.09
2013-10-26,16.43,64.01,0.56,2.2
2013-10-27,17.44,75.0,2.39,1.86
2013-10-28,17.81,74.25,2.49,2.11
2013-10-29,16.45,75.33,2.01,1.86
2013-10-30,17.42,67.32,0.18,2.17
2013-10-31,17.88,67.3,0.28,2.21
2013-11-01,18.1,71.28,0.59,3.05
2013-11-02,17.27,79.22,7.22,3.39
2013-11-03,16.88,81.39,9.24,3.42
2013-11-04,16.35,83.46,12.76,3.78
2013-11-05,16.49,82.04,10.51,3.49
2013-11-06,16.17,85.05,16.04,3.35
2013-11-07,14.98,84.79,2.25,1.83
2013-11-08,16.07,80.24,4.55,2.07
2013-11-09,16.56,82.44,8.96,2.23
2013-11-10,16.74,83.27,7.61,1.95
2013-11-11,16.61,80.73,3.65,2.02
2013-11-12,16.47,74.64,1.43,1.94
2013-11-13,16.64,80.95,1.5,2.58
2013-11-14,16.59,74.07,0.67,2.47
2013-11-15,17.05,67.86,0.45,2.09
2013-11-16,16.83,74.23,1.76,2.03
2013-11-17,16.87,77.68,3.79,1.78
2013-11-18,17.61,79.61,2.06,2.42
2013-11-19,16.37,88.88,1.12,2.44
2013-11-20,16.82,84.37,1.74,2.52
2013-11-21,16.62,83.08,3.2,2.21
2013-11-22,17.3,78.45,9.62,2.09
2013-11-23,17.21,77.06,3.83,2.45
2013-11-24,16.3,82.79,0.3,2.39
2013-11-25,16.09,79.65,0.37,2.67
2013-11-26,16.27,80.16,2.61,3.15
2013-11-27,16.14,79.98,3.47,3.05
2013-11-28,16.04,80.8,4.38,2.87
2013-11-29,15.04,87.8,11.32,3.06
2013-11-30,15.82,83.93,4.06,2.99
2013-12-01,15.56,85.55,16.31,2.82
2013-12-02,15.76,81.73,0.63,2.87
2013-12-03,15.81,84.58,0.89,2.62
2013-12-04,16.15,85.41,3.05,1.6
2013-12-05,16.85,79.24,4.58,1.45
2013-12-06,16.0,82.2,2.69,1.51
2013-12-07,16.53,77.7,1.17,2.01
2013-12-08,16.35,81.9,8.71,2.19
2013-12-09,16.01,86.23,14.84,1.32
2013-12-10,15.81,78.41,7.54,1.84
2013-12-11,15.68,84.87,15.61,1.45
2013-12-12,15.79,87.9,11.59,1.17
2013-12-13,15.76,83.95,5.05,1.34
2013-12-14,15.64,86.38,13.42,1.38
2013-12-15,15.99,83.97,2.12,1.83
2013-12-16,16.19,84.86,3.85,1.88
2013-12-17,15.38,85.26,2.0,2.21
2013-12-18,15.17,76.02,0.53,1.8
2013-12-19,15.71,77.16,0.78,2.19
2013-12-20,15.64,84.42,0.8,2.44
2013-12-21,15.98,82.13,1.11,2.22
2013-12-22,16.57,78.6,0.55,1.86
2013-12-23,16.88,72.67,0.36,1.87
2013-12-24,16.41,71.67,0.9,2.35
2013-12-25,15.31,75.44,0.56,2.58
2013-12-26,15.96,75.66,0.34,2.39
2013-12-27,16.41,79.28,2.06,2.16
2013-12-28,16.71,77.98,1.87,2.23
2013-12-29,16.63,75.4,1.66,2.06
2013-12-30,16.62,77.22,1.29,1.91
2013-12-31,17.26,73.97,1.67,1.79
2014-01-01,17.47,71.51,0.74,1.95
2014-01-02,16.77,70.14,0.66,2.28
2014-01-03,16.52,69.01,0.15,2.3
2014-01-04,16.27,69.08,0.39,2.09
2014-01-05,16.54,59.48,0.08,1.83
2014-01-06,16.43,57.55,0.06,1.95
2014-01-07,16.81,67.92,0.08,1.9
2014-01-08,17.75,69.76,0.37,2.14
2014-01-09,17.55,71.82,0.69,2.65
2014-01-10,17.1,65.82,0.83,2.31
2014-01-11,15.95,60.29,0.05,1.88
2014-01-12,17.56,64.37,0.02,1.96
2014-01-13,18.34,61.97,0.06,1.84
2014-01-14,17.25,62.01,0.06,2.69
2014-01-15,16.92,55.23,0.15,2.36
2014-01-16,17.64,57.53,0.35,2.17
2014-01-17,18.09,65.97,1.17,1.53
2014-01-18,18.71,61.29,1.29,1.46
2014-01-19,18.29,68.64,0.56,1.25
2014-01-20,18.11,67.3,0.15,2.09
2014-01-21,18.36,63.28,0.12,2.04
2014-01-22,18.08,62.52,0.06,2.42
2014-01-23,17.85,67.45,0.05,2.81
2014-01-24,17.9,55.82,0.01,2.75
2014-01-25,17.33,57.73,0.02,2.25
2014-01-26,18.35,56.99,0.09,2.03
2014-01-27,17.97,61.8,0.19,2.23
2014-01-28,18.31,60.92,0.09,2.48
2014-01-29,18.27,64.33,0.32,2.56
2014-01-30,18.15,62.61,0.06,2.71
2014-01-31,18.66,61.68,0.08,2.52
2014-02-01,18.15,63.33,0.26,1.94
2014-02-02,18.68,57.95,0.04,1.62
2014-02-03,19.07,56.97,0.06,1.69
2014-02-04,18.33,62.88,0.09,2.2
2014-02-05,19.25,49.95,0.33,1.86
2014-02-06,19.66,51.3,0.16,1.77
2014-02-07,19.71,55.41,0.26,1.82
2014-02-08,18.3,67.26,5.33,1.65
2014-02-09,17.83,77.6,5.12,1.61
2014-02-10,17.11,81.02,13.21,1.23
2014-02-11,16.77,82.82,8.34,1.35
2014-02-12,17.74,73.28,7.47,1.46
2014-02-13,17.93,71.41,8.29,1.72
2014-02-14,18.16,75.29,5.53,0.93
2014-02-15,17.11,82.56,2.99,1.27
2014-02-16,17.31,77.36,2.21,1.19
2014-02-17,17.72,77.8,7.96,1.4
2014-02-18,17.23,77.05,2.04,2.2
2014-02-19,17.35,76.45,0.92,2.35
2014-02-20,16.46,80.39,2.21,2.31
2014-02-21,16.43,77.79,0.73,2.32
2014-02-22,16.67,66.37,0.14,2.47
2014-02-23,17.0,63.5,0.73,2.19
2014-02-24,17.41,65.51,0.46,1.94
2014-02-25,18.0,68.58,0.02,2.41
2014-02-26,17.26,70.04,0.01,3.17
2014-02-27,17.22,67.04,0.01,3.0
2014-02-28,17.86,65.66,0.01,2.92
2014-03-01,18.27,65.83,0.06,2.97
2014-03-02,17.69,65.29,0.34,2.87
2014-03-03,18.25,60.0,0.09,2.61
2014-03-04,18.26,64.46,0.65,2.85
2014-03-05,18.68,68.19,1.36,2.67
2014-03-06,18.72,69.59,0.92,2.89
2014-03-07,18.66,68.6,0.51,3.14
2014-03-08,17.86,65.84,0.36,3.12
2014-03-09,17.87,69.92,0.44,3.53
2014-03-10,18.4,70.04,0.39,3.15
2014-03-11,19.4,66.59,0.65,2.86
2014-03-12,18.92,71.88,4.86,2.8
2014-03-13,17.68,78.45,14.38,2.51
2014-03-14,16.57,84.61,21.29,2.19
2014-03-15,16.54,83.16,6.55,1.35
2014-03-16,16.68,81.56,1.0,2.6
2014-03-17,16.69,79.41,0.76,3.2
2014-03-18,15.96,82.64,4.52,3.01
2014-03-19,16.59,77.98,2.05,2.69
2014-03-20,16.44,73.54,1.19,2.3
2014-03-21,17.44,72.14,1.47,2.03
2014-03-22,18.25,70.04,0.55,1.99
2014-03-23,18.36,74.69,3.67,1.99
2014-03-24,19.12,72.93,6.32,1.89
2014-03-25,18.4,78.93,6.07,1.49
2014-03-26,16.95,81.67,0.33,1.27
2014-03-27,17.7,78.27,1.96,2.08
2014-03-28,18.1,74.67,1.58,2.45
2014-03-29,16.79,75.71,0.75,1.91
2014-03-30,17.45,69.12,0.84,1.98
2014-03-31,17.61,74.87,1.47,2.35
2014-04-01,17.54,73.03,0.79,2.26
2014-04-02,18.07,74.26,2.0,2.15
2014-04-03,18.27,75.91,3.44,2.55
2014-04-04,18.22,76.28,2.86,2.27
2014-04-05,18.22,77.51,3.5,2.52
2014-04-06,18.53,77.45,2.65,2.39
2014-04-07,17.47,81.43,5.15,2.36
2014-04-08,17.75,68.5,0.0,2.03
2014-04-09,16.48,69.27,1.41,2.16
2014-04-10,17.13,73.94,2.18,2.65
2014-04-11,17.3,81.41,10.89,3.21
2014-04-12,17.09,83.64,13.12,3.55
2014-04-13,15.64,83.84,4.88,2.67
2014-04-14,16.1,83.36,11.98,2.88
2014-04-15,16.13,86.42,9.88,2.78
2014-04-16,16.67,82.49,3.93,2.85
2014-04-17,16.74,85.03,9.11,2.82
2014-04-18,16.71,83.89,6.33,3.56
2014-04-19,16.57,85.56,8.96,3.75
2014-04-20,16.37,84.46,2.6,3.39
2014-04-21,17.03,79.58,0.06,2.24
2014-04-22,17.5,80.22,2.87,3.22
2014-04-23,17.42,80.94,2.28,2.94
2014-04-24,16.55,84.14,1.92,3.58
2014-04-25,16.82,80.59,1.82,3.18
2014-04-26,17.02,76.44,0.82,2.97
2014-04-27,17.32,73.52,0.35,2.89
2014-04-28,17.09,71.59,0.1,2.45
2014-04-29,17.45,73.43,0.17,2.41
2014-04-30,17.81,72.09,2.59,2.89
2014-05-01,17.18,75.47,1.96,3.28
2014-05-02,16.09,80.37,2.13,2.65
2014-05-03,16.99,74.5,1.65,3.12
2014-05-04,17.17,75.99,7.52,2.76
2014-05-05,17.49,77.16,3.63,2.94
2014-05-06,16.91,84.52,10.08,3.32
2014-05-07,16.31,81.35,4.28,3.2
2014-05-08,16.13,79.27,2.77,3.24
2014-05-09,16.73,81.94,5.2,2.95
2014-05-10,16.29,84.41,10.12,2.44
2014-05-11,17.04,80.97,5.79,2.63
2014-05-12,16.69,81.62,3.38,2.52
2014-05-13,16.48,85.34,6.51,2.5
2014-05-14,16.54,84.27,2.5,2.3
2014-05-15,16.75,81.72,2.04,2.42
2014-05-16,16.63,79.32,0.87,2.0
2014-05-17,17.02,76.35,1.42,2.26
2014-05-18,16.45,78.41,2.7,2.52
2014-05-19,15.97,80.45,2.29,3.47
2014-05-20,14.85,84.37,4.04,3.2
2014-05-21,15.81,82.11,2.47,3.12
2014-05-22,15.41,76.34,3.03,3.06
2014-05-23,15.2,79.28,1.31,2.76
2014-05-24,14.88,66.83,1.02,2.14
2014-05-25,16.12,74.28,0.88,2.15
2014-05-26,16.38,79.63,1.04,2.25
2014-05-27,17.53,76.61,0.7,1.84
2014-05-28,16.51,82.49,1.62,2.28
2014-05-29,17.18,76.64,0.51,2.63
2014-05-30,17.14,75.2,0.25,2.36
2014-05-31,16.88,75.23,1.97,2.05
2014-06-01,16.86,72.93,1.1,1.54
2014-06-02,17.29,73.29,1.88,1.73
2014-06-03,17.27,77.78,2.62,1.89
2014-06-04,17.42,77.22,2.15,1.89
2014-06-05,16.53,82.07,4.89,2.1
2014-06-06,16.39,84.77,6.77,1.45
2014-06-07,15.74,86.85,6.7,2.13
2014-06-08,15.7,80.83,4.19,2.34
2014-06-09,15.34,82.3,2.15,1.91
2014-06-10,15.55,80.45,0.77,2.33
2014-06-11,15.61,82.93,0.86,2.07
2014-06-12,15.79,83.25,1.55,1.69
2014-06-13,15.81,83.33,2.42,1.4
2014-06-14,15.28,84.15,2.06,1.34
2014-06-15,16.46,81.02,1.09,1.06
2014-06-16,17.34,73.51,0.31,1.46
2014-06-17,17.16,75.87,0.22,1.45
2014-06-18,17.38,75.46,0.34,1.28
2014-06-19,17.45,76.7,0.89,1.15
2014-06-20,15.02,85.23,4.42,1.94
2014-06-21,14.86,81.98,1.72,3.6
2014-06-22,14.21,80.01,1.75,3.98
2014-06-23,14.46,82.08,1.27,4.01
2014-06-24,14.63,77.76,0.44,3.11
2014-06-25,15.15,78.8,0.27,2.47
2014-06-26,15.47,73.58,0.04,2.28
2014-06-27,15.74,77.55,0.9,2.36
2014-06-28,16.51,73.1,0.4,2.28
2014-06-29,15.48,68.29,0.06,2.39
2014-06-30,15.96,68.68,0.37,2.07
2014-07-01,16.22,75.93,0.4,1.87
2014-07-02,15.94,74.15,0.14,2.25
2014-07-03,16.0,71.76,0.03,2.38
2014-07-04,16.05,70.77,0.15,2.04
2014-07-05,16.49,69.13,0.42,1.64
2014-07-06,15.78,77.58,0.78,1.66
2014-07-07,16.85,74.49,0.53,1.59
2014-07-08,16.17,76.42,2.18,1.09
2014-07-09,16.71,70.66,3.37,1.41
2014-07-10,15.28,77.7,4.57,1.76
2014-07-11,14.54,83.67,1.84,1.94
2014-07-12,14.7,80.55,1.38,1.84
2014-07-13,15.76,73.0,0.65,1.21
2014-07-14,16.09,73.25,0.81,1.48
2014-07-15,15.07,80.6,0.49,2.0
2014-07-16,15.41,77.29,0.75,2.37
2014-07-17,15.23,73.41,0.11,2.9
2014-07-18,15.9,72.61,0.12,2.51
2014-07-19,17.26,69.38,0.14,2.17
2014-07-20,15.6,75.48,3.74,1.57
2014-07-21,15.84,83.49,4.57,1.89
2014-07-22,15.54,81.22,2.38,1.57
2014-07-23,14.47,83.02,2.25,1.68
2014-07-24,14.54,82.98,3.46,1.83
2014-07-25,14.71,84.01,2.87,1.39
2014-07-26,14.84,85.47,3.16,1.34
2014-07-27,15.49,82.55,1.55,2.17
2014-07-28,15.96,72.56,0.19,2.55
2014-07-29,14.85,72.05,0.5,3.34
2014-07-30,15.24,76.21,1.34,3.34
2014-07-31,14.58,78.49,5.3,3.34
2014-08-01,15.32,75.1,0.91,2.21
2014-08-02,15.22,76.6,0.95,2.52
2014-08-03,14.97,81.62,1.65,2.37
2014-08-04,14.83,81.32,1.98,2.42
2014-08-05,14.83,79.07,2.49,2.48
2014-08-06,15.19,78.48,0.88,2.38
2014-08-07,15.34,78.12,0.6,3.34
2014-08-08,15.45,80.75,1.03,2.14
2014-08-09,16.09,77.02,3.13,1.53
2014-08-10,15.23,82.13,3.99,1.46
2014-08-11,13.71,87.37,5.29,1.89
2014-08-12,15.01,82.06,2.28,1.69
2014-08-13,14.91,79.96,2.83,2.37
2014-08-14,15.09,79.46,2.76,2.86
2014-08-15,15.11,75.2,1.36,2.57
2014-08-16,15.54,79.46,2.39,2.36
2014-08-17,14.69,79.97,1.84,3.35
2014-08-18,14.62,77.18,2.0,3.54
2014-08-19,14.32,76.11,4.47,2.97
2014-08-20,15.14,71.34,1.22,2.17
2014-08-21,16.08,68.29,1.13,2.45
2014-08-22,16.98,70.97,0.53,1.17
2014-08-23,16.94,77.98,7.92,0.94
2014-08-24,15.83,78.84,9.7,1.34
2014-08-25,16.06,80.97,23.86,1.56
2014-08-26,15.28,70.61,0.02,2.19
2014-08-27,15.78,69.44,0.03,1.78
2014-08-28,16.31,73.37,1.05,1.81
2014-08-29,15.87,74.66,6.06,1.84
2014-08-30,15.5,83.32,4.98,3.13
2014-08-31,15.02,75.13,1.63,3.05
2014-09-01,15.86,76.35,2.31,2.68
2014-09-02,15.61,82.47,11.24,2.11
2014-09-03,15.5,85.86,8.86,1.35
2014-09-04,14.37,85.87,4.93,2.34
2014-09-05,14.32,85.91,6.98,3.25
2014-09-06,14.49,80.67,0.99,3.45
2014-09-07,15.01,73.8,0.31,3.21
2014-09-08,15.03,75.24,0.18,2.9
2014-09-09,15.47,68.13,0.06,2.68
2014-09-10,15.66,69.95,0.04,2.17
2014-09-11,16.04,67.81,0.02,2.45
2014-09-12,16.16,62.83,0.06,2.52
2014-09-13,16.18,65.43,0.43,2.43
2014-09-14,16.4,68.01,1.13,2.71
2014-09-15,16.38,68.6,0.48,3.4
2014-09-16,16.43,66.16,0.99,2.73
2014-09-17,16.57,73.74,2.17,2.3
2014-09-18,16.97,69.99,1.46,2.33
2014-09-19,17.38,70.25,0.72,2.05
2014-09-20,17.38,66.17,0.62,1.99
2014-09-21,16.86,71.58,1.85,2.16
2014-09-22,15.1,74.98,1.27,2.44
2014-09-23,16.17,67.25,0.3,3.04
2014-09-24,16.49,69.32,0.24,2.55
2014-09-25,16.7,74.06,1.98,2.32
2014-09-26,16.3,75.59,1.23,3.12
2014-09-27,16.63,73.74,0.66,2.2
2014-09-28,16.64,70.61,0.65,1.83
2014-09-29,17.44,68.84,0.71,1.97
2014-09-30,17.81,66.81,0.53,2.13
2014-10-01,18.04,69.52,0.93,1.59
2014-10-02,17.76,68.03,2.12,1.54
2014-10-03,16.87,71.97,4.71,1.65
2014-10-04,16.77,75.05,3.3,2.63
2014-10-05,16.96,75.4,2.3,3.61
2014-10-06,16.49,71.36,2.06,4.16
2014-10-07,16.94,78.2,4.02,3.79
2014-10-08,17.45,74.52,0.98,3.04
2014-10-09,17.91,68.33,1.15,3.12
2014-10-10,17.52,68.57,1.21,3.46
2014-10-11,17.14,69.43,4.73,3.51
2014-10-12,17.09,63.11,0.32,3.17
2014-10-13,17.44,71.86,1.33,2.94
2014-10-14,17.83,75.96,4.19,2.05
2014-10-15,16.31,80.82,3.58,1.23
2014-10-16,16.54,75.72,2.77,1.02
2014-10-17,17.54,70.77,3.12,1.79
2014-10-18,17.38,76.51,4.7,2.85
2014-10-19,17.67,79.27,5.08,3.78
2014-10-20,17.33,81.02,5.18,2.96
2014-10-21,16.59,82.25,8.81,2.56
2014-10-22,16.16,78.24,3.34,2.81
2014-10-23,16.99,79.85,2.29,3.75
2014-10-24,16.74,76.8,2.24,2.72
2014-10-25,17.55,70.82,0.68,2.14
2014-10-26,17.39,74.27,1.74,2.25
2014-10-27,16.85,71.43,0.11,2.28
2014-10-28,16.87,77.06,8.19,2.26
2014-10-29,16.46,79.86,7.26,3.02
2014-10-30,16.51,76.32,2.71,3.1
2014-10-31,17.0,74.83,4.94,2.86
2014-11-01,16.93,79.66,8.96,3.52
2014-11-02,16.44,82.56,12.98,2.67
2014-11-03,16.34,83.03,7.48,3.0
2014-11-04,16.55,80.45,3.52,2.78
2014-11-05,16.45,82.46,6.86,3.43
2014-11-06,16.42,81.33,11.33,3.07
2014-11-07,16.71,78.95,3.32,2.68
2014-11-08,16.67,77.67,4.24,2.63
2014-11-09,16.41,82.31,5.64,2.94
2014-11-10,16.23,84.82,6.62,3.45
2014-11-11,16.06,85.17,10.41,2.71
2014-11-12,15.98,84.32,7.86,2.87
2014-11-13,16.06,85.62,3.45,3.55
2014-11-14,15.63,83.74,3.37,3.16
2014-11-15,16.03,84.62,7.17,2.54
2014-11-16,16.41,85.25,7.35,2.72
2014-11-17,16.56,83.23,4.16,2.5
2014-11-18,16.4,81.65,2.16,2.39
2014-11-19,16.62,83.6,1.36,2.71
2014-11-20,16.16,85.17,3.13,2.44
2014-11-21,15.73,87.93,4.35,1.75
2014-11-22,16.81,80.16,1.2,2.18
2014-11-23,17.2,80.23,1.56,1.98
2014-11-24,17.23,79.65,1.58,2.47
2014-11-25,17.34,77.75,1.18,2.26
2014-11-26,17.53,73.92,0.31,2.18
2014-11-27,16.97,79.78,4.61,2.16
2014-11-28,17.08,79.42,2.9,2.09
2014-11-29,17.22,77.22,2.52,1.81
2014-11-30,17.1,77.13,3.21,0.94
2014-12-01,15.59,85.65,7.25,1.01
2014-12-02,15.63,86.73,2.08,2.51
2014-12-03,15.85,81.43,0.56,3.63
2014-12-04,15.26,78.01,0.25,3.12
2014-12-05,15.7,73.44,0.63,2.41
2014-12-06,16.59,79.38,1.81,1.99
2014-12-07,16.58,82.07,5.75,2.23
2014-12-08,16.35,81.2,3.0,2.75
2014-12-09,16.53,81.49,1.16,3.34
2014-12-10,16.47,81.83,1.86,3.58
2014-12-11,16.69,77.15,1.2,2.96
2014-12-12,16.18,77.88,1.43,2.29
2014-12-13,16.6,72.82,0.34,2.42
2014-12-14,16.83,76.49,0.7,2.33
2014-12-15,17.01,76.98,1.04,2.83
2014-12-16,17.47,73.85,0.41,2.5
2014-12-17,17.63,71.51,0.85,2.37
2014-12-18,18.01,69.24,0.23,1.93
2014-12-19,17.47,72.69,0.9,2.56
2014-12-20,17.42,68.51,0.51,1.85
2014-12-21,17.21,70.57,3.73,0.99
2014-12-22,17.27,73.58,3.32,1.29
2014-12-23,16.31,87.34,9.96,1.24
2014-12-24,16.13,84.64,10.75,1.98
2014-12-25,16.1,83.03,8.22,2.29
2014-12-26,16.41,78.38,2.04,2.14
